"","date","count","","","","","","","","","","","","","","","","","","","","","","","","","","max","","","","","","","","","","","","","","","","","","","","","","","","","","min","","","","","","","","","","","","","","","","","","","","","","","","","","mean","","","","","","","","","","","","","","","","","","","","","","","","","","std","","","","","","","","","","","","","","","","","","","","","","","","",""
"57","7/1/2015","0","0","0","0","0","1715","0","7","17","0","0","0","1","8","17","0","1248","0","0","0","0","0","0","0","0","0","","","","","","84557","","83882","84528","","","","","83882","84528","","85271","","","","","","","","","","","","","","","5076","","10428","5020","","","","","10428","5020","","1315","","","","","","","","","","","","","","","54453.640816327","","58478.571428571","48741.705882353","","","","","60677.875","48741.705882353","","72623.729967949","","","","","","","","","","","","","","","14936.991365888","","27175.536718755","31333.44845322","","","","","25917.250743954","31333.44845322","","22197.357684238","","","","","","","","",""
"58","7/2/2015","0","0","0","0","0","3237","0","2","6","0","0","0","0","2","6","0","444","0","0","0","0","0","0","0","0","0","","","","","","82143","","","82137","","","","","","82137","","86147","","","","","","","","","","","","","","","19959","","","21892","","","","","","21892","","200","","","","","","","","","","","","","","","55371.383070745","","","49800.333333333","","","","","","49800.333333333","","42668.536036036","","","","","","","","","","","","","","","24185.731891464","","","21823.509439746","","","","","","21823.509439746","","26070.426689723","","","","","","","","",""
"59","7/3/2015","0","0","0","0","0","3026","0","2","6","0","0","0","0","2","6","0","466","0","0","0","0","0","0","0","0","0","","","","","","80092","","","69521","","","","","","69521","","85671","","","","","","","","","","","","","","","1875","","","10470","","","","","","10470","","770","","","","","","","","","","","","","","","52397.313284864","","","41650.833333333","","","","","","41650.833333333","","43716.862660944","","","","","","","","","","","","","","","25620.245256205","","","30401.728894368","","","","","","30401.728894368","","26391.459909388","","","","","","","","",""
"60","7/4/2015","0","0","0","0","0","2711","0","2","5","0","0","0","0","2","5","0","468","0","0","0","0","0","0","0","0","0","","","","","","83133","","","55623","","","","","","55623","","83451","","","","","","","","","","","","","","","19790","","","30002","","","","","","30002","","115","","","","","","","","","","","","","","","56732.115086684","","","48044.6","","","","","","48044.4","","40103.681623932","","","","","","","","","","","","","","","22089.381329088","","","10544.470769081","","","","","","10544.448221695","","24817.579679124","","","","","","","","",""
"61","7/5/2015","0","0","0","0","0","1832","0","2","3","0","0","0","0","2","3","0","397","0","0","0","0","0","0","0","0","0","","","","","","73245","","","","","","","","","","","76982","","","","","","","","","","","","","","","129","","","","","","","","","","","1455","","","","","","","","","","","","","","","53549.29639738","","","","","","","","","","","39785.110831234","","","","","","","","","","","","","","","11973.232971703","","","","","","","","","","","20259.856628911","","","","","","","","",""
"62","7/6/2015","0","0","0","0","0","1374","0","4","6","0","0","0","0","4","6","0","157","0","0","0","0","0","0","0","0","0","","","","","","83443","","","75816","","","","","","75816","","85447","","","","","","","","","","","","","","","2023","","","30783","","","","","","30783","","45532","","","","","","","","","","","","","","","76348.446142649","","","57116.166666667","","","","","","57116.166666667","","68495.248407643","","","","","","","","","","","","","","","9779.4239426857","","","16549.492601487","","","","","","16549.492601487","","12315.155315997","","","","","","","","",""
"63","7/7/2015","0","0","0","0","0","1883","0","1","8","0","0","0","0","1","8","0","437","0","0","0","0","0","0","0","0","0","","","","","","78144","","","78105","","","","","","78105","","84507","","","","","","","","","","","","","","","9303","","","9282","","","","","","9282","","527","","","","","","","","","","","","","","","53456.819968136","","","44089.125","","","","","","44089.125","","41591.789473684","","","","","","","","","","","","","","","17072.304393862","","","24725.39679553","","","","","","24725.39679553","","25162.859565542","","","","","","","","",""
"64","7/8/2015","0","0","0","0","0","2879","0","6","26","0","0","0","0","6","28","0","435","0","0","0","0","0","0","0","0","0","","","","","","82044","","81991","72984","","","","","81991","72984","","86384","","","","","","","","","","","","","","","4792","","38371","24407","","","","","38371","24407","","131","","","","","","","","","","","","","","","53097.908301494","","62786.5","50119.076923077","","","","","62786.5","51749.857142857","","41799.659770115","","","","","","","","","","","","","","","26308.144320347","","18939.965836822","16736.657950554","","","","","18939.965836822","17182.017810866","","26352.327266635","","","","","","","","",""
"65","7/9/2015","0","0","0","0","0","1711","0","2","6","0","0","2","0","2","6","0","433","0","0","0","0","0","0","0","0","0","","","","","","84668","","","80885","","","","","","80885","","84339","","","","","","","","","","","","","","","2218","","","2427","","","","","","2427","","675","","","","","","","","","","","","","","","48593.870251315","","","44264.166666667","","","","","","44264.166666667","","42689.369515012","","","","","","","","","","","","","","","21155.416449357","","","30002.690468801","","","","","","30002.690468801","","25495.706755187","","","","","","","","",""
"66","7/10/2015","0","0","0","0","0","2513","0","1","9","0","0","0","0","2","9","0","482","0","0","0","0","0","0","0","0","0","","","","","","85037","","","84663","","","","","","84663","","85388","","","","","","","","","","","","","","","1937","","","4992","","","","","","4992","","0","","","","","","","","","","","","","","","45322.971746916","","","44742.777777778","","","","","","44742.777777778","","39058.553941909","","","","","","","","","","","","","","","30822.286163456","","","29249.820579697","","","","","","29249.820579697","","25285.059016707","","","","","","","","",""
"67","7/11/2015","0","0","0","0","0","2193","0","2","18","0","0","0","0","2","18","0","482","0","0","0","0","0","0","0","0","0","","","","","","86120","","","86113","","","","","","86113","","85018","","","","","","","","","","","","","","","7281","","","7240","","","","","","7240","","291","","","","","","","","","","","","","","","49680.273141815","","","55399","","","","","","55399","","43241.041493776","","","","","","","","","","","","","","","12697.528791977","","","28856.983801459","","","","","","28856.983801459","","25881.725137355","","","","","","","","",""
"68","7/12/2015","1","0","0","0","0","2556","0","8","43","0","1","1","1","9","43","0","576","0","0","0","0","0","0","0","0","0","","","","","","79677","","66061","74325","","","","","66061","74325","","84942","","","","","","","","","","","","","","","4285","","47522","9551","","","","","47227","9551","","1199","","","","","","","","","","","","","","","48757.547730829","","53238.625","64356.976744186","","","","","52570.666666667","64356.953488372","","43342.397569444","","","","","","","","","","","","","","","25931.863432101","","7848.7629405167","14867.756945642","","","","","7610.4014184536","14867.775516442","","22778.319366639","","","","","","","","",""
"69","7/13/2015","0","0","0","0","0","1713","0","2","11","0","0","0","0","2","11","0","523","0","0","0","0","0","0","0","0","0","","","","","","82789","","","82781","","","","","","82781","","86269","","","","","","","","","","","","","","","8251","","","9172","","","","","","9172","","1420","","","","","","","","","","","","","","","46178.875072971","","","52608.181818182","","","","","","52608.181818182","","44180.407265774","","","","","","","","","","","","","","","19052.247296604","","","27026.444771069","","","","","","27026.444771069","","25713.566646098","","","","","","","","",""
"70","7/14/2015","0","0","0","0","0","2504","0","1","2","0","0","0","1","1","2","1","454","0","0","0","0","0","0","0","0","0","","","","","","81176","","","","","","","","","","","83278","","","","","","","","","","","","","","","3357","","","","","","","","","","","2523","","","","","","","","","","","","","","","45773.499201278","","","","","","","","","","","40837.024229075","","","","","","","","","","","","","","","25813.714069818","","","","","","","","","","","24379.512078753","","","","","","","","",""
"71","7/15/2015","0","0","0","0","0","1694","0","3","1","0","0","0","0","3","1","0","507","0","0","0","0","0","0","0","0","0","","","","","","74869","","","","","","","","","","","84460","","","","","","","","","","","","","","","12884","","","","","","","","","","","665","","","","","","","","","","","","","","","44192.861275089","","","","","","","","","","","41408.388560158","","","","","","","","","","","","","","","18287.235246818","","","","","","","","","","","24997.675515906","","","","","","","","",""
"72","7/16/2015","0","0","0","0","0","2875","0","21","6","0","0","0","0","21","7","0","847","0","0","0","0","0","0","0","0","0","","","","","","85386","","45005","44951","","","","","45005","44967","","85879","","","","","","","","","","","","","","","1709","","8888","1793","","","","","8888","1793","","833","","","","","","","","","","","","","","","45070.449043478","","11514.714285714","20050","","","","","11514.666666667","23609.571428571","","55214.040141677","","","","","","","","","","","","","","","27738.165160858","","7694.7444346311","19325.689545266","","","","","7694.7508623303","19998.226711862","","27911.143362037","","","","","","","","",""
